Date,Volume,EMA10,EMA50,EMA200,Open,High,Low,Close(t)
3/7/2011,6918400,300.62,300.62,300.62,300.58,302.15,293.79,296.13
3/8/2011,4565200,299.23,299.23,299.23,296.76,299.29,295.4,296.45
3/9/2011,4297600,298.21,298.21,298.21,295.8,297.55,293.17,296.18
3/10/2011,6249900,295.62,295.62,295.62,293.01,293.6,290.02,290.44
3/11/2011,6057900,293.3,293.3,293.3,289.4,290.29,286.95,288.64
3/14/2011,5626500,290.62,290.62,290.62,286.69,289.43,284.29,285.28
3/15/2011,8003100,288.77,288.77,288.77,279.03,285.79,278.03,285.07
3/16/2011,7589400,285.46,285.46,285.46,284.29,285.18,275.92,278.83
3/17/2011,5792800,283.96,283.96,283.96,282.52,284.78,280.55,280.96
3/18/2011,6590600,282.91,282.91,282.91,282.6,284.28,280.15,280.81
3/21/2011,6035700,284.79,284.79,284.79,285.4,290.19,284.79,288.54
3/22/2011,3770000,286.17,286.17,286.17,288.92,289.9,286.54,288.95
3/23/2011,3628700,287.91,287.91,287.91,287.88,291.52,286.29,291.37
3/24/2011,4193200,289.85,289.85,289.85,293.01,294.49,289.69,293.74
3/25/2011,5711000,289.95,289.95,289.95,293.73,293.75,289.91,290.16
3/28/2011,4432300,289.29,289.29,289.29,291.33,292.79,287.64,287.97
3/29/2011,3206300,289.92,289.92,289.92,288.29,291.24,286.79,291.16
3/30/2011,2841700,290.35,290.35,290.35,292.48,293.04,290.58,291.21
3/31/2011,4054700,291.45,291.45,291.45,291.79,294.37,291.16,293.67
4/1/2011,5221100,293.04,293.04,293.04,294.67,297.89,294.67,296.2
4/4/2011,4104800,293.4,293.4,293.4,296.8,297.67,291.84,294.13
4/5/2011,12082900,290.54,290.54,290.54,290.83,291.04,283.12,284.83
4/6/2011,5331200,289.49,289.49,289.49,286.38,287.87,284.28,287.38
4/7/2011,5057900,289.76,289.76,289.76,288.15,290.61,287.38,290.29
4/8/2011,3799700,289.63,289.63,289.63,292.74,292.74,289.32,289.37
4/11/2011,3712600,289.41,289.41,289.41,288.39,289.34,286.79,288.97
4/12/2011,4167000,288.14,288.14,288.14,287.79,288.74,284.31,285.59
4/13/2011,4134600,288.23,288.23,288.23,288.04,289.09,286.16,288.43
4/14/2011,10901600,288.67,288.67,288.67,287.88,290.02,286.34,289.54
4/15/2011,28059300,280.99,280.99,280.99,272.92,273.15,265.3,265.62
4/18/2011,10069500,275.22,275.22,275.22,263.47,264.09,259.76,263.68
4/19/2011,5362800,270.49,270.49,270.49,265.24,265.71,260.71,261.03
4/20/2011,6113800,268.04,268.04,268.04,263.21,263.67,260.96,263.13
4/21/2011,4935200,266.29,266.29,266.29,264.01,264.4,261.46,262.81
4/25/2011,3258300,265.13,265.13,265.13,262.89,263.76,261.27,262.79
4/26/2011,6993000,265.64,265.64,265.64,263.52,268.99,262.87,266.68
4/27/2011,4592200,266.81,266.81,266.81,269.27,269.32,267.44,269.15
4/28/2011,3996000,267.63,267.63,267.63,269.3,269.89,267.31,269.25
4/29/2011,8448500,269.19,269.19,269.19,270.27,272.32,269.52,272.32
5/2/2011,4263100,269.31,269.31,269.31,273.12,273.14,268.83,269.55
5/3/2011,4158800,268.61,268.61,268.61,268.83,271.28,265.08,267.21
